a,b,c,d,e,f,g,h,i,j,k,l,m
192133,176948,315954,33.76848854,-78.8289596,33.59745,-79.046472,147227,263961,34.23009415,-77.88362232,34.232455,-77.928295
217534,136032,302378653,37.45735858,-91.48023201,40.781545,-73.94959,115191,263285,47.3452019,-114.1400212,46.850562,-114.004571
203966,160482,2827792,35.82133544,-96.3614373,35.477323,-97.540796,9945,263142,35.34162455,-94.40825284,35.389204,-94.404883
41022,46841,453815,25.78242684,-80.23263546,25.768037,-80.212837,47335,262423,25.86547368,-80.30340152,25.874527,-80.317334
158787,157988,457922,41.09833345,-81.49649675,41.042918,-81.496003,157685,260069,40.83646859,-81.41439797,40.815965,-81.387081
34261,14357,706879,34.21143143,-118.4244092,34.203203,-118.445177,14531,259940,34.20665392,-118.5547554,34.207092,-118.57756
48063,10472,960284,37.78538568,-122.2130277,37.784163,-122.230023,11141,258439,37.5623835,-122.0196912,37.552132,-121.988578
178233,146580,1931409,35.24849184,-80.85313551,35.1934,-80.721041,144028,255568,35.76087726,-81.40926373,35.742372,-81.322154
193491,136032,120186370,39.85441079,-79.38426942,40.781545,-73.94959,168699,254457,42.07986748,-80.09247594,42.129432,-80.094398
157075,60041,8500142,41.86541333,-87.85099196,41.997296,-87.65714,216011,254099,42.65934204,-87.8365936,42.71075,-87.811585
76227,186293,799505,32.84971977,-96.70841006,32.809842,-96.778457,188209,251727,32.98317644,-96.85112899,32.995185,-96.845569
159168,219631,2902401,18.32666987,-66.30907428,18.449196,-66.040989,219382,251007,18.03566486,-66.59472326,18.014965,-66.629634
204529,206572,268639,46.18622748,-119.2135805,46.215596,-119.185769,211156,250960,46.49999879,-120.3754487,46.599786,-120.497945
177777,163733,1993787,45.50607328,-122.6686418,45.517476,-122.631465,163458,249996,44.9427006,-123.0148171,44.973374,-122.994064
211243,136032,222718600,37.3605542,-83.54643594,40.781545,-73.94959,198280,248619,27.52088325,-99.4792727,27.519513,-99.500159
206885,136032,210268846,37.40875107,-83.09945963,40.781545,-73.94959,84630,243962,32.55479535,-92.20045752,32.54469,-92.121216
190546,136032,90822501,40.89120418,-78.4528616,40.781545,-73.94959,166454,243656,40.4037919,-78.63421371,40.517806,-78.408506
81311,186293,1224336,32.8808984,-96.74642221,32.809842,-96.778457,185878,242075,33.06700203,-96.74694758,33.092942,-96.744552
166661,30322,6124013,37.65523526,-122.1366427,37.339847,-121.835968,31156,241855,36.96964161,-121.9198932,36.968496,-122.025705
23603,60041,1601797,41.92089257,-87.69921841,41.997296,-87.65714,61555,241656,41.79294895,-87.69866641,41.780055,-87.698696
166452,136032,27702856,40.66463863,-74.12469983,40.781545,-73.94959,166154,241560,40.33249097,-75.93628991,40.345087,-75.918332
108293,77330,277824,38.92441161,-94.74117751,38.974747,-94.69811,111612,240314,39.04410557,-94.57856425,39.04196,-94.587359
157922,219631,2358237,18.34718615,-66.13931243,18.449196,-66.040989,217795,238902,18.39939619,-67.10888617,18.453872,-67.142411
160017,49885,2339762,27.98882378,-82.56188432,27.783201,-82.632914,50458,238794,28.03196685,-81.96245301,28.033104,-81.945553
187579,136962,533183,43.11726044,-76.18631865,43.062737,-76.14632,136775,237045,43.10380043,-75.32034336,43.082994,-75.235857
203968,136032,193728474,37.27012888,-82.49837342,40.781545,-73.94959,112094,236027,37.09023673,-94.53788631,37.072882,-94.525957
89299,49885,282944,27.80485823,-82.6884605,27.783201,-82.632914,50136,236010,27.93871434,-82.7684464,27.9131,-82.743204
176702,136032,46593425,40.6412621,-74.22692759,40.781545,-73.94959,120058,235541,39.38967025,-74.53872141,39.382472,-74.536925
60309,34616,314269,39.73343751,-104.9966651,39.694929,-105.020282,33510,233916,39.70823457,-104.8525821,39.742241,-104.880273
134166,30322,4654557,37.57671564,-122.1538769,37.339847,-121.835968,11242,231953,37.73649327,-121.9188701,37.713809,-121.93607
14713,60041,555844,41.95625734,-87.66377069,41.997296,-87.65714,60687,231265,41.91423199,-87.70387184,41.933178,-87.721644
45204,26637,594534,32.7236906,-117.0906918,32.715551,-117.164636,27070,230751,32.59615481,-117.0733009,32.559974,-117.05857
128659,15244,14250091,33.96890904,-118.0358634,34.066842,-118.301495,20151,230584,34.4194862,-118.5129779,34.41091,-118.45484
170137,169554,377378,40.08605272,-76.33912552,40.035906,-76.312158,174153,227286,39.96230555,-76.7119526,39.955493,-76.722273
95136,40333,2447899,38.90384909,-77.06610593,38.929186,-77.039296,88693,226767,39.15589549,-77.22659838,39.14458,-77.188312
174898,136032,45524334,40.63315816,-74.25077533,40.781545,-73.94959,90820,226055,41.68917075,-70.4034856,41.653804,-70.310192
217751,136032,303063146,37.468411,-91.51457715,40.781545,-73.94959,115096,225153,46.07355148,-111.716745,46.594754,-112.029055
6539,136032,5515420,40.73960161,-73.93732513,40.781545,-73.94959,123004,224507,40.7663775,-74.02813559,40.753074,-74.024718
39654,15244,6213000,34.03933687,-118.270896,34.066842,-118.301495,18475,224285,33.80908931,-118.2933817,33.813193,-118.26709
150197,102693,3469045,42.4539102,-83.17057903,42.420664,-83.157255,101816,222662,42.25600063,-83.68349082,42.271534,-83.735809
189690,49885,16289010,27.54177145,-81.26537171,27.783201,-82.632914,40684,222142,29.66378387,-82.39191436,29.646034,-82.341357
183332,215668,314454,44.19664834,-88.43932628,44.269108,-88.410818,212975,221038,44.50076793,-88.03499654,44.510493,-88.007352
115501,171995,2995092,39.99009698,-75.13408163,39.916569,-75.159038,123145,219816,40.22225862,-74.73940043,40.20698,-74.748157
172477,192496,900440,26.22052956,-98.10806521,26.231393,-98.252427,185356,219050,25.94743282,-97.47837536,25.896674,-97.452156
179344,136032,47782293,40.64531694,-74.22511806,40.781545,-73.94959,89863,218652,39.56679793,-77.81932249,39.645414,-77.713098
70728,84608,301436,29.93710788,-90.06503332,29.927681,-90.07095,83494,216858,30.00286722,-90.19995632,29.994401,-90.165129
4048,132692,521415,40.65005188,-73.9688393,40.645864,-73.961915,132783,214292,40.69854178,-73.95007223,40.705342,-73.964015
201312,15244,38400204,35.46965108,-119.132365,34.066842,-118.301495,31367,213657,40.43700598,-122.3161275,40.554974,-122.349724
128055,54681,1905422,33.86038862,-84.29518154,33.778138,-84.38445,53124,212710,33.57276945,-84.38317878,33.592249,-84.421348
167278,30322,6468505,37.6202217,-122.1201998,37.339847,-121.835968,31645,211768,38.30300964,-122.0007679,38.262274,-122.027517
7672,136032,6025509,40.74054044,-73.94002606,40.781545,-73.94959,138118,211529,40.70053291,-73.8162624,40.690978,-73.832729
214958,136032,292427358,37.43990828,-91.06239542,40.781545,-73.94959,36391,211173,38.94137216,-108.3463846,39.079406,-108.544031
110238,163733,1224937,45.5003442,-122.68035,45.517476,-122.631465,206961,210025,45.6424415,-122.5689625,45.61267,-122.522202
136119,49885,1719194,27.94020524,-82.58091225,27.783201,-82.632914,49536,209790,28.23431451,-82.70934062,28.22668,-82.718993
204769,136032,200230799,37.26566833,-82.79742259,40.781545,-73.94959,1108,209236,31.25831713,-85.5515932,31.201731,-85.380095
206592,136032,209561004,37.40080317,-83.08049603,40.781545,-73.94959,214553,209010,44.72190526,-89.6541703,44.96733,-89.640661
181830,84608,903201,29.96199555,-90.13207702,29.927681,-90.07095,85317,208050,30.36082637,-89.93858395,30.381292,-90.063428
130084,49885,1432905,27.93931351,-82.62532976,27.783201,-82.632914,44531,206964,27.92639076,-82.29142471,27.929577,-82.249009
102348,186293,2094412,32.88607492,-96.75386997,32.809842,-96.778457,188277,206722,33.00005543,-97.01083792,33.017235,-96.988815
200537,136032,141397831,39.5623228,-80.03824075,40.781545,-73.94959,67884,206686,39.77248653,-89.66141142,39.791741,-89.660766
183250,211405,217888,38.44054731,-82.50676829,38.411866,-82.439447,211755,206326,38.38559169,-81.7369683,38.37035,-81.64693
87762,205524,258828,36.87234521,-76.26475537,36.872797,-76.311095,206323,205944,36.81639998,-76.13307187,36.809909,-76.109481
122852,40333,3629024,38.92815347,-77.11752294,38.929186,-77.039296,203809,205135,38.64477813,-77.31458092,38.635028,-77.303832
194313,191242,10535216,29.88534662,-96.434092,29.715277,-95.491289,194033,204972,31.54216827,-97.17096132,31.556886,-97.156736
77319,199870,260310,40.66150538,-111.9763927,40.661939,-112.019386,199356,204923,40.71675469,-111.8597526,40.767093,-111.866662
193979,136032,121831825,39.8441015,-79.40617932,40.781545,-73.94959,129160,204665,42.11090189,-75.98547179,42.096431,-75.923158
86141,60041,4088475,41.86318163,-87.71631718,41.997296,-87.65714,61994,204423,42.10298395,-87.97333501,42.146345,-87.947473
145329,94743,2822911,42.36523942,-71.10677941,42.336346,-71.081034,91796,204319,42.72305345,-71.14379434,42.715229,-71.168343
182814,15244,20670804,33.82991844,-117.8611131,34.066842,-118.301495,29751,201569,34.42721999,-119.7426685,34.426299,-119.712792
107328,207675,1428292,47.62384858,-122.295343,47.619879,-122.324197,208070,199559,47.67407294,-122.1621451,47.62448,-122.135592
51603,46841,1657133,25.86582629,-80.2538751,25.768037,-80.212837,47726,199217,25.69139155,-80.4267194,25.695067,-80.440099
140725,48362,1300657,28.59394817,-81.3592991,28.48217,-81.404735,48505,197652,28.34204291,-81.38993811,28.31234,-81.35581
218271,136032,304507972,37.49354078,-91.57090743,40.781545,-73.94959,115470,197109,45.58153196,-108.6386339,45.780303,-108.532948
20062,15244,1649610,34.00985734,-118.2677584,34.066842,-118.301495,15096,196962,34.03340642,-118.1860904,34.043165,-118.206184
114837,160482,251629,35.53318017,-97.59077188,35.477323,-97.540796,160725,196226,35.38646062,-97.5299379,35.412022,-97.562425
30372,15244,3523475,33.98858802,-118.2776525,34.066842,-118.301495,17552,196143,34.07787882,-118.1237458,34.095514,-118.138825
211843,207675,8647943,46.60400659,-122.3628354,47.619879,-122.324197,162613,195795,44.15720444,-121.244714,44.075435,-121.292384
216226,136032,298821231,37.4175877,-91.32362603,40.781545,-73.94959,127379,195712,36.96888457,-108.1431315,36.751907,-108.190097
100073,60041,5081024,41.86882254,-87.76703672,41.997296,-87.65714,62293,193569,42.01758414,-88.12067914,42.007274,-88.125648
204918,136032,200625681,37.2592433,-82.8031117,40.781545,-73.94959,109099,193291,31.4376255,-89.28491785,31.334884,-89.356538
36414,219631,511059,18.40347284,-66.03393543,18.449196,-66.040989,218064,192798,18.37765668,-66.1736951,18.375814,-66.192372
131471,124745,268148,40.08044933,-74.17642389,40.096446,-74.212601,124147,192033,40.23605852,-74.0315144,40.216676,-74.017378
203424,136032,188948403,37.29524523,-82.2428802,40.781545,-73.94959,68823,191692,37.79401632,-89.09918881,37.79811,-89.032491
67585,186293,213274,32.82960556,-96.78276524,32.809842,-96.778457,187688,191231,32.9240232,-96.68730604,32.906327,-96.715234
199566,136032,136394328,39.59387529,-79.77192581,40.781545,-73.94959,59664,191195,40.12664722,-88.23973063,40.106732,-88.234434
96326,207675,725192,47.63040074,-122.3306413,47.619879,-122.324197,209998,190972,47.86903547,-122.264829,47.880349,-122.24706
205892,15244,44307890,35.22984339,-118.2611114,34.066842,-118.301495,8014,190691,32.64760915,-114.6197669,32.725949,-114.640508
192959,191242,10260740,29.86989173,-96.43433463,29.715277,-95.491289,185001,190487,30.62855164,-96.3324098,30.613978,-96.307905
206591,136032,209370589,37.39488948,-83.07303789,40.781545,-73.94959,214332,190415,43.90319621,-91.28108387,43.815419,-91.231881
203981,136032,195535260,37.25624253,-82.59544762,40.781545,-73.94959,109251,190369,34.30344258,-88.72195321,34.247187,-88.736086
213250,136032,226648147,37.36806463,-83.67559316,40.781545,-73.94959,107227,189617,46.77842311,-92.15743522,46.805448,-92.07995
188185,102693,12931239,41.71254207,-82.18374713,42.420664,-83.157255,211654,189043,39.49819379,-80.10783966,39.275261,-80.356287
202018,5388,5110500,33.22372798,-111.8019245,33.47851,-112.172982,7927,188826,34.65188122,-112.2293749,34.609219,-112.314853
176200,136032,46255042,40.63725496,-74.23775691,40.781545,-73.94959,39269,187955,41.41387755,-72.09368732,41.353442,-72.100358
192262,1295,1079468,33.51158525,-86.6607138,33.497751,-86.883783,913,185324,34.13966602,-86.13770636,34.0068,-86.014007
120587,54681,1483690,33.86336816,-84.25963427,33.778138,-84.38445,53439,183889,33.899328,-84.51097818,33.888577,-84.482147
188917,179766,1448231,36.0934856,-86.68632903,36.135066,-86.795582,181426,182653,36.57136215,-87.36111768,36.596035,-87.405952
116157,15244,13929479,33.97027428,-118.0496354,34.066842,-118.301495,23659,182507,33.92345735,-117.2300061,33.925389,-117.248867
14817,171995,483570,39.95247867,-75.18890266,39.916569,-75.159038,172482,182499,40.00312684,-75.12369931,39.999673,-75.119705
181963,98150,771729,42.92256392,-85.73051885,42.950064,-85.644016,99945,181509,43.17723477,-86.21423911,43.232329,-86.246156
190786,148591,14933408,34.84081437,-82.11604705,35.786011,-78.680179,147662,181000,35.57167471,-77.32712044,35.608464,-77.368674
190324,207675,4136573,47.53679233,-122.342085,47.619879,-122.324197,211009,180560,48.81579652,-122.4970356,48.723421,-122.496172
36548,10472,561855,37.80277455,-122.2362768,37.784163,-122.230023,11025,179220,37.66607709,-122.1048761,37.639384,-122.074142
83487,186293,1492995,32.91132689,-96.7466262,32.809842,-96.778457,186483,178545,32.72651311,-96.84799841,32.731264,-96.886177
197529,191242,17807112,31.05285376,-96.59709807,29.715277,-95.491289,82714,177954,30.22174691,-93.23906443,30.216766,-93.183953
194235,136032,122310945,39.84619302,-79.40682389,40.781545,-73.94959,205239,176932,37.38508998,-79.21640449,37.396492,-79.17637
217244,57850,1175052,21.34237208,-157.8134858,21.290072,-157.821291,57651,176628,19.69961287,-155.4100595,19.679049,-155.092515
68501,46841,2354464,25.84996713,-80.26696129,25.768037,-80.212837,47434,176354,25.59951874,-80.38693174,25.582301,-80.373835
170182,207675,3355182,47.54091689,-122.2943863,47.619879,-122.324197,210805,174722,47.02953951,-122.8449818,47.028961,-122.832064
200505,126371,862641,35.099774,-106.6215051,35.063419,-106.502868,127523,174649,35.7468443,-106.0312283,35.642999,-106.024874
59664,57850,277186,21.30569524,-157.8375909,21.290072,-157.821291,58117,174420,21.38444754,-157.9650839,21.388386,-158.002995
189452,77330,1936136,39.02710477,-94.62284629,38.974747,-94.69811,78626,172622,39.03340863,-95.69942141,39.022313,-95.756262
100973,60041,5485224,41.87001136,-87.78583606,41.997296,-87.65714,65419,172181,41.75326774,-88.29165378,41.756807,-88.300622
203796,136032,189802414,37.29660869,-82.25798503,40.781545,-73.94959,81316,171913,36.90179661,-88.52497317,37.075086,-88.635865
218222,136032,304296137,37.48918768,-91.56319992,40.781545,-73.94959,178824,170370,44.14671223,-103.3815398,44.07803,-103.222121
204365,105811,3845478,44.93637265,-93.29242436,44.952841,-93.282121,213840,170140,44.85914581,-91.53745465,44.796957,-91.512371
212977,178715,210899,43.53337103,-96.73022235,43.541357,-96.689787,76512,170085,42.60953467,-96.33113945,42.508267,-96.397865
102350,186293,2303692,32.89646286,-96.77711743,32.809842,-96.778457,187086,169517,32.832388,-96.97143566,32.858804,-96.994476
1656,136032,222622,40.77279705,-73.95470661,40.781545,-73.94959,135546,169197,40.7357778,-73.98200643,40.73212,-73.986571
165508,94743,5417934,42.26022042,-71.23462328,42.336346,-71.081034,119303,168314,42.97109287,-71.47089324,42.989168,-71.45152
40977,30322,584812,37.32326368,-121.8623121,37.339847,-121.835968,30790,168001,37.36334464,-121.991927,37.35808,-121.997748
84883,60041,3894896,41.87473465,-87.72377878,41.997296,-87.65714,63429,167996,41.61135973,-87.54863423,41.624481,-87.540502
186508,136032,50517175,40.63452199,-74.30510584,40.781545,-73.94959,171781,166585,41.09467887,-76.90835897,40.868919,-76.784328
193519,136032,120544765,39.85563716,-79.38782232,40.781545,-73.94959,73411,165813,40.42122787,-86.88857973,40.426613,-86.924123
136147,30322,5501552,37.62606342,-122.1202251,37.339847,-121.835968,20418,165528,37.95090292,-122.5316534,37.966339,-122.506643
208625,136032,216652519,37.41284929,-83.35688181,40.781545,-73.94959,97193,165511,44.66427543,-85.53297003,44.745142,-85.625688
18188,171995,899808,39.97552207,-75.17291314,39.916569,-75.159038,173154,165264,40.03277872,-75.06510286,40.031562,-75.090917
88080,94743,1477110,42.35201334,-71.09823329,42.336346,-71.081034,91577,165177,42.48654427,-70.93770023,42.468804,-70.951276
193390,195740,201124,32.31361461,-95.32102388,32.336418,-95.307173,189838,164900,32.48844194,-94.7883689,32.542509,-94.783398
192421,136032,114255815,39.80521045,-79.32766301,40.781545,-73.94959,3303,164735,33.2024813,-87.53778705,33.180255,-87.519605
124818,105811,1421542,44.98454868,-93.23613756,44.952841,-93.282121,104728,164313,44.75106482,-93.23370407,44.800431,-93.246107
150143,136032,19198084,40.79090627,-73.84506924,40.781545,-73.94959,39152,163992,41.55217326,-73.04050611,41.557922,-73.041331
204102,136032,195960398,37.25247701,-82.60504893,40.781545,-73.94959,40839,163873,30.2019564,-85.66743129,30.140118,-85.582034
92756,48362,214344,28.53608792,-81.44908697,28.48217,-81.404735,48168,163498,28.52584497,-81.31754519,28.527991,-81.303844
