a,b,c,d,e,f,g,h,pop,j,k,l,m
31103,213525,17234304,-34.67642919,-58.51316405,-34.625,-58.375,213683,1921244,-34.83880874,-56.11900688,-34.875,-56.125
31215,54818,315965407,49.0923012,7.921423566,52.125,4.375,54142,1474596,52.31754969,16.92422535,52.375,16.875
31263,152841,14823586,10.18897865,-67.90088609,10.375,-66.875,152422,4613247,10.74022681,-71.78734948,10.625,-71.625
31264,152841,19436833,10.31981498,-68.82332112,10.375,-66.875,152020,4781164,10.74919,-74.86739056,10.875,-74.875
31339,54818,317957305,49.10367883,7.976654553,52.125,4.375,61683,2539760,49.46652656,24.0975226,49.875,24.125
31348,168253,1143864,-0.049631337,109.3615192,-0.125,109.375,166837,1021251,1.151160562,109.2655196,0.875,109.125
31453,125509,3707423243,26.55318896,97.62649865,25.625,85.125,139408,1761176,18.69874959,99.05240816,18.875,98.875
31516,84462,6734288,42.48288342,-83.40862854,42.375,-83.125,87017,6018785,40.93615902,-80.90635159,41.375,-81.625
31538,180176,15451726,-7.938637939,-35.44584024,-8.125,-34.875,183945,1845896,-10.80479995,-37.17595818,-10.875,-37.125
31684,114752,213553548,32.00101655,36.28778638,30.125,31.375,103153,2382989,34.39685291,48.65543604,34.875,48.875
31686,114752,215989110,32.02808829,36.42705798,30.125,31.375,101381,25985221,35.94528917,51.37883191,35.625,51.375
31753,166178,2196892,1.23033836,124.7375578,1.375,124.875,167250,1151716,0.641165009,122.9214097,0.625,123.125
31769,54818,324149329,49.12161348,8.245085701,52.125,4.375,51998,1276627,53.11171813,18.32912619,53.125,18.125
31813,125509,3710752972,26.55076406,97.63185928,25.625,85.125,96118,1496050,37.94498513,102.5936459,37.875,102.625
31855,54818,326571847,49.14846276,8.321873455,52.125,4.375,48509,1644826,54.33408473,18.64380807,54.375,18.625
31860,152841,24883354,10.39826005,-70.07613681,10.375,-66.875,154395,3260980,8.895758714,-75.30706015,9.375,-75.375
32089,152841,28227268,10.22314488,-70.69572594,10.375,-66.875,156805,4690231,7.72262275,-72.45944051,7.875,-72.375
32149,125509,3713883048,26.55743723,97.63608639,25.625,85.125,71679,5831636,46.32752666,130.5993693,46.875,130.375
32150,125509,3719714684,26.58843207,97.68776505,25.625,85.125,78572,1631098,44.54948814,129.5500693,44.625,129.625
32151,125509,3721345782,26.59630455,97.70173057,25.625,85.125,83605,2974092,42.49711206,129.8066926,42.875,129.625
32285,84462,12753073,41.75291021,-82.22768439,42.375,-83.125,83092,1486068,42.78295694,-85.70676308,42.875,-85.625
32286,84462,14239141,41.86041104,-82.59077845,42.375,-83.125,85708,13431808,42.09545454,-87.94474428,41.875,-87.625
32287,84462,27670949,41.97450395,-85.18965719,42.375,-83.125,80961,11106267,43.5463009,-79.59512295,43.625,-79.375
32290,84462,38826900,42.42442439,-83.59024182,42.375,-83.125,92746,5112044,39.63332529,-83.79953033,39.125,-84.625
32291,84462,43938944,42.09969603,-83.61459134,42.375,-83.125,90903,2224392,39.85743868,-86.08850767,39.875,-86.125
32322,68592,4481838,47.53608776,-122.3466697,47.625,-122.375,63743,3279702,49.1784733,-122.8537863,49.125,-122.875
32359,152841,32993398,9.863204163,-70.95188911,10.375,-66.875,161643,26695378,4.602897119,-75.03194324,4.625,-74.125
32428,51213,1920401,53.39543857,-6.346141314,53.375,-6.375,47815,1431868,54.55561476,-6.079834349,54.625,-5.875
32582,201534,78201982,-22.96545775,-45.89686,-23.625,-46.625,196887,2672602,-20.3445369,-40.47688956,-20.375,-40.375
32587,96452,3744050,37.72615123,15.11326064,37.625,15.125,95218,1396115,38.01002398,13.27628159,38.125,13.375
32658,167843,177631285,-1.316240473,33.37108267,0.125,34.625,158609,103899393,9.274827877,38.44986468,6.875,38.375
32704,114752,243972367,32.46727079,38.10517728,30.125,31.375,94747,2048881,38.60504301,48.50675924,38.375,48.125
32869,89021,56480089,40.45100364,-74.50149114,40.625,-73.875,84462,47250532,42.01265623,-83.61547532,42.375,-83.125
33003,177262,15420708,-6.356950602,22.69251851,-6.125,23.625,179864,2998518,-7.899589897,26.67259184,-7.875,26.625
33040,114752,246281323,32.52161983,38.19781393,30.125,31.375,89861,3720999,40.32448366,49.62027513,40.375,49.875
33043,114752,250226048,32.6440038,38.37641027,30.125,31.375,90491,2387307,40.45921927,46.87958047,40.125,46.875
33155,127039,7835593,25.00205682,55.65089533,24.875,55.375,129665,2047209,23.58133433,58.04729286,23.625,58.125
33162,170932,14952599,-1.458464219,-79.38049194,-2.125,-80.125,166201,1219952,1.19050811,-77.36635704,1.125,-77.125
33184,167843,282130928,2.595517832,35.25290444,0.125,34.625,147896,27615525,14.80631299,43.95102164,13.875,44.125
33452,125509,3733574863,26.62687597,97.74883778,25.625,85.125,137013,1632921,19.91543949,99.81235965,20.125,99.875
33589,159597,326482472,8.520324446,5.367331103,6.125,6.875,151720,3736626,10.92399059,-4.324522444,11.125,-4.375
33649,77450,6597083,44.50452584,19.85698727,44.875,20.375,83936,3406815,42.34361673,21.05238907,42.625,21.125
33778,166130,69589037,3.146202783,100.9291078,1.375,103.875,170420,1515984,-1.623502128,103.6874852,-1.625,103.625
33792,177333,173327604,-6.866195465,109.1837271,-6.125,106.875,166130,71942754,2.992850399,101.0038025,1.375,103.875
33795,125509,3737077669,26.62505662,97.75082951,25.625,85.125,177333,245347465,-3.973527028,106.7830167,-6.125,106.875
33807,77450,10440497,43.75997339,20.28729146,44.875,20.375,87132,2036455,41.24241531,19.79017515,41.375,19.875
33812,54818,332847850,49.17750916,8.422813245,52.125,4.375,77450,12930632,43.3045785,20.18375867,44.875,20.375
34112,54818,349839532,48.94779028,8.95047391,52.125,4.375,70365,5330097,47.58812802,-1.599319041,47.125,-1.625
34180,148452,1314492,13.69587377,-6.027317207,13.375,-6.125,149906,1250792,12.48242853,-5.337960868,12.375,-5.375
34252,89021,104383803,41.16010387,-78.65783668,40.625,-73.875,95136,1997300,38.1239984,-85.30321997,38.125,-85.625
34334,114752,254900141,32.74919657,38.51489396,30.125,31.375,108436,4961737,32.38824194,51.89506404,32.625,51.625
34386,102393,10934677,35.39530968,-80.27944944,35.125,-80.875,105306,7966848,33.98041387,-84.37008181,33.875,-84.375
34404,159597,333066680,8.563569433,5.236398341,6.125,6.875,148452,2986562,13.13012864,-5.613073912,13.375,-6.125
34488,92444,2368604,39.33858509,76.18238137,39.375,75.875,94845,1774502,38.4053874,77.39465368,38.375,77.375
34526,98901,78680280,35.26593914,-0.136177785,36.625,3.125,113967,2257004,30.37752658,-9.367989157,30.375,-9.625
34756,194874,8353871,-19.23115127,47.41030327,-18.875,47.625,199569,3213121,-22.21579327,47.46153191,-22.125,47.875
34831,193380,5795700,-17.82362243,31.04584321,-17.875,31.125,195203,3231705,-19.20643101,33.56579998,-19.125,33.375
34950,125509,3990543906,24.73459249,98.31578962,25.625,85.125,75552,1303569,45.74533368,122.6314348,45.625,122.875
34992,95607,12232536,37.88292442,-121.8204693,37.875,-122.375,98073,1691270,36.6109505,-119.641347,36.875,-119.875
34993,125509,3992085469,24.74248251,98.32496003,25.625,85.125,89483,1177057,40.61603421,140.8864693,40.625,140.375
35059,159597,339347777,8.639222107,5.102404024,6.125,6.875,149524,5119990,12.61716639,-7.941167414,12.625,-7.875
35080,115814,7301343,29.79103915,-95.42953788,29.625,-95.625,116413,5229563,29.99896299,-98.08749644,29.375,-98.625
35178,138048,120130792,18.00450879,-96.21705017,19.375,-99.125,134059,1441895,21.18104742,-105.0665909,21.375,-104.875
35200,138048,121600840,18.041161,-96.31953228,19.375,-99.125,142307,1210528,17.0388027,-96.71031504,17.125,-96.625
35428,190395,27334674,-14.62718505,34.62657014,-15.875,35.125,189336,5119917,-15.17527962,39.64962711,-15.125,39.375
35451,104603,27387464,33.66973871,-117.6263263,34.125,-118.375,95607,14043086,37.73378985,-121.5501932,37.875,-122.375
35499,80583,4783506,43.90332394,87.57870002,43.875,87.625,79134,1380853,44.3630782,85.61295201,44.375,86.125
35758,81866,4005705,43.12478013,46.07300016,43.375,45.625,79700,3025999,44.31889225,42.55554707,44.125,43.125
35778,54818,360628681,48.91326621,8.848993523,52.125,4.375,44597,3965527,55.91604265,-3.856018979,55.875,-4.375
35797,125509,4000365964,24.74962602,98.33819819,25.625,85.125,171216,1048275,-2.139499773,106.0097981,-2.125,106.125
35841,54818,364719557,48.98994733,8.710139313,52.125,4.375,81021,2019475,43.65735049,1.492871105,43.625,1.375
36043,89021,108417266,41.1053584,-78.81299736,40.625,-73.875,102393,20080528,34.73061416,-82.03604814,35.125,-80.875
36177,154057,11395689,8.862813045,-12.55599285,9.625,-13.625,159165,2262149,6.39501747,-10.65608361,6.375,-10.625
36180,159597,348568203,8.721669449,4.838622097,6.125,6.875,154057,13723945,8.446465584,-12.23657586,9.625,-13.625
36735,106344,5238247,33.43702729,-111.987616,33.375,-111.875,109365,1078883,32.21931722,-110.9311152,32.125,-110.875
36763,114752,263551837,32.77481668,38.87823324,30.125,31.375,86557,1880457,41.59095508,44.92571759,41.625,44.875
36766,114752,265523965,32.84013598,38.92351961,30.125,31.375,90482,2344283,40.14416631,44.50590442,40.125,44.625
36820,114752,269420285,32.94149202,38.99912569,30.125,31.375,93502,1863888,38.68529466,35.29818288,38.875,35.375
36821,114752,271284173,32.98095545,38.97369795,30.125,31.375,87817,41979561,40.19634569,29.42491315,41.125,28.875
36822,114752,313263734,33.94786889,37.6940931,30.125,31.375,78941,11691506,44.26916699,26.81582809,44.375,26.125
36963,152841,63140632,7.446484967,-72.80198081,10.375,-66.875,170932,16733627,-1.211912658,-79.16414646,-2.125,-80.125
37030,98901,84175782,35.14637458,-0.349793828,36.625,3.125,94630,6333293,38.78815971,-0.591396154,38.375,-0.625
37031,54818,372619828,48.94410536,8.68902579,52.125,4.375,98901,90509075,35.40120529,-0.366699738,36.625,3.125
37032,54818,463128903,46.29742244,6.919269388,52.125,4.375,96452,6110820,37.94842087,14.68092568,37.625,15.125
37175,114752,326379842,34.33664159,37.33157518,30.125,31.375,98335,2050046,37.16733917,30.69620901,36.875,30.875
37176,114752,328429888,34.35431069,37.29015749,30.125,31.375,95880,1494660,37.90773554,32.56207164,37.875,32.375
37271,89021,130497091,40.10521898,-79.32838348,40.625,-73.875,100655,1036514,35.93284268,-83.93012371,35.875,-84.125
37369,159597,365589768,8.726572485,4.156178673,6.125,6.875,151310,1836095,11.21543527,-12.39831974,11.375,-12.375
37435,151093,4908573,11.75240979,24.92616711,11.625,23.875,148196,1801202,13.63641418,24.29089394,13.625,24.125
37624,167843,315618423,3.681813758,36.04793951,0.125,34.625,145509,16878675,14.83755398,32.91174155,15.375,32.625
37730,114752,330882467,34.38069727,37.26840558,30.125,31.375,81866,7308510,43.63058558,44.57216002,43.375,45.625
37920,190395,34513109,-14.59991353,35.42670682,-15.875,35.125,193403,1216088,-17.62438738,36.97189677,-17.875,36.875
37999,130427,3971573,22.93703997,-82.30736955,23.125,-82.375,131976,1727946,22.16980493,-79.74271519,22.375,-79.875
38017,204770,31877443,-25.64928386,29.38599216,-26.125,28.125,208966,11380096,-29.87635405,30.38526982,-29.875,30.875
38209,54818,476032935,46.15295832,7.005344942,52.125,4.375,77370,1550772,44.85020606,-0.554089512,44.875,-0.625
38250,194874,12137803,-20.10621967,47.42149558,-18.875,47.625,193050,1745501,-17.59579692,49.00289394,-17.625,48.625
38432,201534,84515550,-22.81583738,-45.71907813,-23.625,-46.625,201191,2553008,-23.31534821,-51.28515304,-23.375,-51.125
38462,204770,43820899,-26.77630576,29.67092499,-26.125,28.125,208389,2804276,-29.18851078,27.48843694,-29.375,27.625
38537,115814,13363453,29.92301326,-96.48957542,29.625,-95.625,107586,7883016,32.86595242,-96.95330591,32.875,-96.875
38744,70487,3496222,47.23983839,28.64602591,47.125,28.875,72890,1326411,46.38812376,30.62752033,46.375,30.625
38840,54818,479888882,46.1531517,6.984257523,52.125,4.375,43977,1055288,55.97271716,9.89302091,56.125,10.125
38844,54818,481373715,46.18286467,6.993583209,52.125,4.375,45251,3409425,55.68482431,12.54278768,55.625,12.625
39171,204770,46815941,-26.92458033,29.54219195,-26.125,28.125,203225,1009345,-25.40566568,25.74810211,-24.875,25.875
39233,54818,485928684,46.24071583,7.03149505,52.125,4.375,51213,3658888,53.8568766,-6.283087717,53.375,-6.375
39264,175859,9344555,-4.409538911,119.7332138,-5.125,119.375,169326,1566032,-1.306300733,119.8328719,-0.875,119.875
39274,54818,489793248,46.29571231,6.936833664,52.125,4.375,89703,7326748,40.4216761,-3.722100378,40.375,-3.625
39398,212692,10442705,-33.4820934,-70.81397628,-33.625,-70.625,212025,1098446,-32.91805196,-68.72474682,-32.875,-68.875
39404,54818,498231783,46.21576321,6.804398817,52.125,4.375,114752,342697635,34.64388811,37.51063078,30.125,31.375
39405,54818,840929418,41.49996407,19.31787837,52.125,4.375,83945,1730972,42.67373418,23.40017935,42.625,23.375
39434,159597,374503540,8.790317434,3.956505991,6.125,6.875,151323,1121913,11.42612674,-9.182944333,11.375,-9.125
39464,180176,18680261,-8.338374695,-35.74358259,-8.125,-34.875,186334,6592405,-12.70956618,-38.61121899,-12.875,-38.375
39585,125509,4019898022,24.74380302,98.37672802,25.625,85.125,114894,1828315,30.42189701,66.81208319,30.125,66.875
39627,175859,11134616,-3.929142999,119.754527,-5.125,119.375,174396,1582873,-4.036333221,122.0910202,-4.125,122.625
39789,213525,19427529,-34.68851792,-58.28017652,-34.625,-58.375,212289,1756355,-33.16524058,-60.69266186,-33.125,-60.625
39927,54818,847790723,41.51991332,19.33795351,52.125,4.375,81735,3672676,43.16855509,-2.488973095,43.375,-2.875
39963,115217,2528779,30.21599362,-90.34523771,29.875,-90.125,113942,1210702,30.5423463,-87.54882168,30.375,-87.375
40024,190395,38109387,-14.66368679,35.63342656,-15.875,35.125,193380,10518872,-18.22935632,31.93962779,-17.875,31.125
40242,178138,2154240,-6.852281431,-79.30504099,-6.875,-79.875,180007,1367977,-8.091179256,-78.92857053,-8.125,-79.125
40277,167843,334578425,4.253644623,35.89216628,0.125,34.625,181419,7174396,-8.791777837,33.58765863,-8.875,33.375
40278,167843,341752821,3.97978287,35.8437879,0.125,34.625,190395,49085745,-15.44919907,34.83712859,-15.875,35.125
40285,152841,81511624,5.655989902,-74.12873974,10.375,-66.875,153247,2660568,10.38876962,-64.10603967,10.125,-64.625
40333,54818,853795443,41.5240772,19.24941947,52.125,4.375,70487,5003089,47.01936286,29.1633673,47.125,28.875
40607,75045,5420257,45.61762641,-73.54451586,45.625,-73.625,75794,1494374,45.37986123,-75.68038306,45.375,-75.625
40705,177262,22168516,-6.641498635,23.4787949,-6.125,23.625,175759,1841647,-4.896460546,18.94260946,-5.125,18.875
40774,54818,862713698,41.57381851,19.32998913,52.125,4.375,76759,2786434,45.01518312,38.75145401,45.125,38.875
40858,167843,394105080,1.432478876,35.69013922,0.125,34.625,145524,1411468,15.42644661,36.08657671,15.375,36.375
40989,54818,866268274,41.59030745,19.39136418,52.125,4.375,87846,3654672,40.96549526,37.36383846,41.125,36.125
41057,125509,4027591441,24.75123677,98.36997527,25.625,85.125,110996,1600891,31.60732078,65.35869049,31.625,65.625
41361,54818,873302454,41.59300234,19.43256326,52.125,4.375,102501,1015907,34.99608441,33.36860645,35.125,33.375
41458,89021,138883310,40.04817723,-79.46399912,40.625,-73.875,75045,6914631,45.56624115,-74.00611452,45.625,-73.625
41479,159597,379976516,8.814037539,3.844706016,6.125,6.875,146107,19041242,14.11214666,-16.24539325,14.875,-17.375
41560,89021,145960360,40.30341255,-79.20690231,40.625,-73.875,106441,1368573,33.44409314,-86.82243521,33.375,-86.875
41564,89021,148102432,40.210211,-79.31605822,40.625,-73.875,100071,2327052,36.1825086,-86.74986754,36.125,-86.625
42038,68592,8557742,48.24263424,-122.6310881,47.625,-122.375,74861,3133257,45.40589995,-122.764926,45.625,-122.625
42294,173676,1688266,-3.742598619,138.6473063,-3.625,139.375,174416,1023667,-4.058442711,136.5715241,-4.125,136.625
42340,125509,4033249082,24.75685021,98.35603491,25.625,85.125,88732,1037205,40.90458504,107.4613793,40.875,107.375
42618,167843,401845807,1.42729173,35.68075528,0.125,34.625,177262,25389998,-6.495134413,23.08375572,-6.125,23.625
42662,54818,882589144,41.59952771,19.50440113,52.125,4.375,87715,10175936,40.5799469,-8.692424952,41.125,-8.625
42982,54818,895521906,41.57999629,19.23465734,52.125,4.375,89106,1520561,40.62151576,22.78081026,40.625,22.875
43361,167843,429422073,0.959327283,34.92170524,0.125,34.625,184878,9331168,-11.83920065,27.62126938,-11.625,27.375
43362,167843,438753241,0.687135073,34.7664435,0.125,34.625,189639,4377238,-15.35274424,28.27118465,-15.375,28.375
43442,130427,6566236,22.57428857,-81.18712909,23.125,-82.375,136145,3832482,20.48629491,-76.1280854,20.375,-76.625
43444,54818,900469404,41.58932661,19.25870595,52.125,4.375,95851,4187835,37.99287469,23.67661181,37.875,23.625
43638,167843,443711874,0.528420136,34.70490924,0.125,34.625,139277,1402051,18.73692638,42.41863518,18.875,42.875
43715,167843,445507893,0.593400388,34.73140035,0.125,34.625,148966,1235231,13.10467951,30.23724479,13.125,29.875
43896,162134,1458171,4.327112612,18.59375778,4.375,18.625,163722,1279986,3.340210557,19.66514458,3.125,19.625
43934,201534,92626830,-22.816652,-45.98296585,-23.625,-46.625,209188,6431206,-29.74716748,-51.22132567,-30.125,-51.125
43978,167843,447620202,0.632269018,34.7134077,0.125,34.625,162867,3167880,3.458679858,40.66283035,3.875,41.875
44088,125509,4038917970,24.7665393,98.36154606,25.625,85.125,54818,909449643,41.58632167,19.27667489,52.125,4.375
44090,138048,129244158,18.04011435,-96.29859195,19.375,-99.125,124574,13703150,25.81538292,-99.78544419,25.875,-100.125
44360,125509,4951832019,27.85987977,83.81692587,25.625,85.125,116069,3284171,29.52265583,52.16865143,29.625,52.375
44624,203779,3815997,-25.38997335,-57.27507277,-25.375,-57.625,204098,1037398,-25.5250268,-54.61988287,-25.625,-54.625
45267,174649,8292929,-4.41714482,15.35014183,-4.375,15.375,176083,2938919,-5.371215275,12.60502675,-5.375,12.375
45388,139518,22415176,18.84591013,-71.39325014,18.625,-72.375,140038,3653996,18.26908575,-66.34622486,18.375,-66.125
45652,125509,4967310866,27.88528629,83.70314459,25.625,85.125,92444,4464366,38.94254789,76.73558536,39.375,75.875
45995,125509,4974076534,27.8968956,83.68656877,25.625,85.125,84624,1179247,42.04443143,42.10677905,42.375,42.625
46514,125509,4978767463,27.90678207,83.65930149,25.625,85.125,68173,8649759,47.95312825,38.6857582,47.875,37.875
46515,125509,4987417222,27.94154878,83.58130314,25.625,85.125,66536,3837687,48.1170112,34.67640303,48.375,35.125
46516,125509,4991254909,27.95706133,83.54370104,25.625,85.125,61732,2513208,50.13372431,36.35207969,49.875,36.375
46517,125509,4993768117,27.96822216,83.51995096,25.625,85.125,71289,1120872,46.78003577,32.39813333,46.875,32.125
46540,100281,4920033,36.21348162,59.61091158,36.125,60.125,95965,1568226,37.80074843,57.97359357,37.875,58.375
46894,152841,89882918,5.869729852,-73.68444525,10.375,-66.875,156449,1200983,8.091343404,-63.00639403,8.125,-62.625
46897,152841,91123891,5.900328862,-73.53924367,10.375,-66.875,152457,1310514,10.48080104,-61.38720151,10.625,-61.375
47086,180176,27134126,-9.564412891,-36.61604588,-8.125,-34.875,178670,2021801,-6.830843948,-38.79453634,-7.125,-39.375
47099,180176,29880132,-9.326857751,-36.78904262,-8.125,-34.875,173870,7126933,-3.924856053,-38.874031,-3.875,-38.625
47237,125509,5002103474,27.98867863,83.45027974,25.625,85.125,167843,463881391,0.595508859,34.70235214,0.125,34.625
47238,125509,5465984865,25.66390423,79.31319246,25.625,85.125,159597,408836939,9.112759695,2.784199598,6.125,6.875
47239,125509,5874821804,24.51208729,73.98743447,25.625,85.125,174649,11456391,-4.685849857,14.63592296,-4.375,15.375
47449,139518,26084447,18.76481355,-70.68593294,18.625,-72.375,130427,10715484,21.80599091,-79.32972617,23.125,-82.375
47560,125509,5890503167,24.45371917,73.84462701,25.625,85.125,60173,4228111,50.38673745,30.5128236,50.375,30.625
47788,104603,42705631,35.08613449,-118.9938394,34.125,-118.375,99959,2630569,36.13865237,-115.1706974,36.125,-115.125
47801,188891,1526332,-14.63390943,13.97410328,-14.875,13.625,186030,1401116,-12.56899554,13.97461541,-12.625,13.625
48085,201534,101297702,-23.27273105,-46.39759187,-23.625,-46.625,205875,1253431,-27.14346452,-52.33021971,-27.125,-52.625
48545,138048,146281115,18.82363106,-96.63827901,19.375,-99.125,125125,1608418,25.63417501,-103.378572,25.625,-103.375
48653,125509,5908600708,24.46905116,73.7520132,25.625,85.125,175859,14278474,-3.940178989,120.2454481,-5.125,119.375
48654,125509,5922879182,24.40056413,73.86409641,25.625,85.125,173209,4607156,-3.007862226,115.1311546,-3.375,114.625
48655,125509,5927486338,24.37926085,73.89617135,25.625,85.125,168619,2532274,-0.624637283,117.0119656,-0.375,117.125
49016,125509,5933604819,24.36765298,73.89530497,25.625,85.125,181340,13755520,-8.929249621,13.32172206,-8.875,13.375
49180,125509,5951021131,24.30003296,73.7330322,25.625,85.125,100281,6702454,36.6089332,59.19554655,36.125,60.125
49181,125509,5957723585,24.3138805,73.7166775,25.625,85.125,104367,2489533,34.50778203,62.45433235,34.375,62.375
49311,185258,14264475,-12.1477834,-76.70566853,-12.125,-76.875,178138,5499714,-7.957304825,-78.58081802,-6.875,-79.875
49506,138048,148139821,18.89658807,-96.70714414,19.375,-99.125,115814,22716110,31.05375824,-96.58580739,29.625,-95.625
49546,104603,46053172,35.21228871,-118.7866915,34.125,-118.375,106344,6700680,33.13659726,-111.7621335,33.375,-111.875
49658,138048,170895158,20.51292062,-96.68967004,19.375,-99.125,115217,4545559,30.3104636,-89.78096514,29.875,-90.125
49790,125509,5970048602,24.32071032,73.65441914,25.625,85.125,123698,7145174,26.01256551,50.54182445,26.375,49.875
49791,125509,5977193776,24.32273278,73.6267902,25.625,85.125,127541,7429874,24.75940527,46.42770443,24.625,46.875
49792,125509,5984623650,24.3232749,73.5930227,25.625,85.125,127039,10864875,24.60693702,56.20582136,24.875,55.375
49867,125509,5996857317,24.31931458,73.55142302,25.625,85.125,188891,5227526,-13.03183848,14.46322778,-14.875,13.625
50084,89021,163187542,39.97963003,-79.59176012,40.625,-73.875,119414,20037774,27.68056648,-81.32312611,28.125,-82.625
50338,125509,6006676112,24.28693761,73.47508523,25.625,85.125,134343,6740765,21.49158936,39.44556202,21.375,39.375
50539,194874,15590674,-19.77554158,47.64078104,-18.875,47.625,190422,2209847,-15.97737451,47.48421005,-15.875,46.375
50546,194874,17928129,-19.28355391,47.63385569,-18.875,47.625,188357,1165766,-14.58126802,49.82471654,-14.375,50.125
50659,125509,6016379510,24.28674944,73.42169879,25.625,85.125,144085,1008014,15.92962102,-13.70844502,16.125,-13.375
50697,201534,104468962,-23.29061642,-46.50924083,-23.625,-46.625,203779,5965772,-25.34205045,-56.28865589,-25.375,-57.625
50769,125509,6018342044,24.28534901,73.39969133,25.625,85.125,204770,53961289,-27.0212001,29.49061972,-26.125,28.125
50880,152841,93910660,5.946377137,-73.38469593,10.375,-66.875,175564,1545834,-5.019051366,-80.53518958,-5.125,-80.625
51020,45325,24411761,55.63396872,37.73254755,55.625,37.625,42206,1498023,57.40879905,40.52934326,56.875,41.125
51433,125509,6082003962,23.83125539,72.96703069,25.625,85.125,181096,2133617,-8.578170368,121.4107148,-8.625,120.375
51582,139518,37016261,19.65701496,-73.23057561,18.625,-72.375,140514,2825634,18.11565449,-77.1921214,18.125,-76.875
51740,125509,6088281293,23.80954724,72.96772824,25.625,85.125,168253,4787065,0.660527823,109.7950421,-0.125,109.375
51755,138048,176820075,20.7962601,-96.49932149,19.375,-99.125,153595,4639205,9.989074233,-84.18479144,9.875,-84.125
51756,138048,181459280,20.51996257,-96.18448706,19.375,-99.125,154786,3816579,8.819151425,-80.31192028,9.125,-79.375
52007,89021,185225498,38.63650705,-79.82821946,40.625,-73.875,93933,2848003,38.63911726,-90.38379783,38.625,-90.375
52310,125509,6099628821,23.79408796,72.95304608,25.625,85.125,87255,2586647,41.13544779,61.67823223,41.375,60.625
52698,201534,113003015,-23.44817518,-47.15327118,-23.625,-46.625,206413,1134345,-27.41846319,-55.60601878,-27.625,-55.875
52718,125509,6107359930,23.80189436,72.92084395,25.625,85.125,77490,1719024,44.94438428,33.94913044,44.875,34.125
52777,152841,96239146,5.744026368,-73.51864311,10.375,-66.875,185258,20819156,-10.88723324,-77.19605569,-12.125,-76.875
53103,171823,3739730,-3.158570137,-44.53097456,-2.625,-44.125,175700,1521158,-5.061435761,-42.86005464,-5.125,-42.875
53268,125509,6114527889,23.80774571,72.88169303,25.625,85.125,82926,3790654,42.97516787,141.4018541,43.125,141.375
53275,89021,190293168,38.68627444,-79.95458365,40.625,-73.875,138048,185830143,20.2797747,-95.84527473,19.375,-99.125
53276,89021,376123311,29.59222901,-87.80565086,40.625,-73.875,139518,39908291,19.54913572,-73.51563629,18.625,-72.375
53277,89021,416031602,28.62883419,-86.43486543,40.625,-73.875,152841,117374006,2.765617248,-74.18012576,10.375,-66.875
53532,201534,115179370,-23.48699919,-47.25224302,-23.625,-46.625,190261,7757283,-16.19266532,-48.55259975,-15.875,-48.125
53559,125509,6122382024,23.82121264,72.90231536,25.625,85.125,56424,2447596,51.89662295,39.06113356,51.625,39.125
53560,125509,6124829620,23.83243209,72.88879179,25.625,85.125,45325,26319193,55.74253727,37.9346561,55.625,37.625
53614,125509,6152574416,23.97299494,72.7309285,25.625,85.125,166178,4375850,0.954358525,123.481386,1.375,124.875
53650,81977,2592692,43.28463649,76.90868555,43.375,76.875,83391,1848501,42.82377647,74.64386867,42.875,74.625
53651,125509,6157387893,23.95772039,72.76579285,25.625,85.125,81977,4441193,43.09281861,75.96602976,43.375,76.875
53724,125509,6162521232,23.97158489,72.76549164,25.625,85.125,40279,1321438,57.77319878,12.11520631,57.625,11.875
53930,125509,6167392987,23.97689609,72.72795164,25.625,85.125,165129,4391578,2.48322784,44.87127867,2.125,45.375
54007,125509,6172626316,23.96173183,72.70214032,25.625,85.125,184049,2536956,-10.68432602,39.39213323,-10.875,39.375
54118,180176,40422158,-8.41826867,-37.36729423,-8.125,-34.875,171823,5920094,-3.666589373,-43.86118354,-2.625,-44.125
54549,190921,2655099,-16.38293699,-68.20668707,-16.375,-68.125,192445,1985436,-17.48223904,-66.33243756,-17.375,-66.125
54872,125509,6184206059,23.95049887,72.63938906,25.625,85.125,182152,3501457,-9.395680891,124.70403,-9.375,124.875
54951,213525,22044809,-34.55075582,-58.46346795,-34.625,-58.375,210504,1032222,-31.55189533,-60.47426619,-31.375,-60.625
55010,125509,6188704087,23.9331326,72.66523324,25.625,85.125,151093,11142388,12.34613552,24.35365484,11.625,23.875
55052,42284,2449630,56.93091283,60.37730423,56.875,60.625,46718,1552846,55.16941989,61.35771464,55.125,61.375
55263,125509,6201934266,23.911548,72.56795131,25.625,85.125,155022,1168660,8.959155785,28.4460506,9.125,28.125
55466,125509,6205117328,23.90956314,72.55317916,25.625,85.125,81723,1048127,43.2472557,-5.745508297,43.375,-5.875
55534,89021,538708043,22.94016123,-83.72600011,40.625,-73.875,187137,1064982,-13.57910204,-72.2634352,-13.625,-71.875
55630,125509,6207467321,23.91269845,72.53126693,25.625,85.125,128034,1489478,24.29828269,39.59063007,24.375,39.375
55857,125509,6211295014,23.91093033,72.51566693,25.625,85.125,47885,1301001,54.74227143,24.66380973,54.625,25.375
55858,125509,6212596015,23.91738682,72.50564611,25.625,85.125,49924,2899829,53.921835,27.65360712,53.875,27.625
55951,125509,6217140351,23.93204477,72.47365922,25.625,85.125,97893,1439686,37.2112959,79.8391585,37.125,79.875
